Cep;Latitude;Longitude;UF;Cidade
60040500;-3,7512715;-38,524461;CE;FORTALEZA
60040510;-3,7471897;-38,5237472;CE;FORTALEZA
60040520;-3,7527365;-38,5242318;CE;FORTALEZA
60040530;-3,7506943;-38,5277664;CE;FORTALEZA
60040531;-3,7471955;-38,5318748;CE;FORTALEZA
60040540;-3,7430179;-38,5355873;CE;FORTALEZA
60040550;-3,7471897;-38,5237472;CE;FORTALEZA
60040560;-3,7471897;-38,5237472;CE;FORTALEZA
60040570;-3,756024;-38,5218751;CE;FORTALEZA
60040580;-3,7471897;-38,5237472;CE;FORTALEZA
60040590;-3,7471897;-38,5237472;CE;FORTALEZA
60040600;-3,7471897;-38,5237472;CE;FORTALEZA
60040610;-3,7471897;-38,5237472;CE;FORTALEZA
60040620;-3,7471897;-38,5237472;CE;FORTALEZA
60040630;-3,7480438;-38,5280289;CE;FORTALEZA
60040640;-3,7471897;-38,5237472;CE;FORTALEZA
60040650;-3,7471897;-38,5237472;CE;FORTALEZA
60040660;-3,7471897;-38,5237472;CE;FORTALEZA
60040670;-3,7471897;-38,5237472;CE;FORTALEZA
60040680;-3,7471897;-38,5237472;CE;FORTALEZA
60040959;-3,7427863;-38,5368255;CE;FORTALEZA
60040975;-3,7471897;-38,5237472;CE;FORTALEZA
60050000;-3,7484064;-38,529657;CE;FORTALEZA
60050010;-3,7344684;-38,5285422;CE;FORTALEZA
60050011;-3,7434862;-38,5315706;CE;FORTALEZA
60050020;-3,7365009;-38,5292238;CE;FORTALEZA
60050030;-3,7484064;-38,529657;CE;FORTALEZA
60050040;-3,7357328;-38,5279752;CE;FORTALEZA
60050041;-3,7437481;-38,5307149;CE;FORTALEZA
60050050;-3,7484064;-38,529657;CE;FORTALEZA
60050060;-3,7484064;-38,529657;CE;FORTALEZA
60050070;-3,735893;-38,5273807;CE;FORTALEZA
60050071;-3,7359208;-38,5273902;CE;FORTALEZA
60050080;-3,7378477;-38,5271879;CE;FORTALEZA
60050081;-3,7424081;-38,5286894;CE;FORTALEZA
60050090;-3,7478189;-38,5305326;CE;FORTALEZA
60050100;-3,7403536;-38,5270334;CE;FORTALEZA
60050101;-3,745484;-38,5288138;CE;FORTALEZA
60050105;-3,7430898;-38,5267421;CE;FORTALEZA
60050110;-3,7462707;-38,528255;CE;FORTALEZA
60050111;-3,7484064;-38,529657;CE;FORTALEZA
60050120;-3,7480438;-38,5280289;CE;FORTALEZA
